tt3568150	8.6	99
tt2397501	7.4	99
tt0810464	6.4	99
tt0279158	5.6	99
tt0392703	2.6	99
tt2296853	7.3	99
tt0117204	7.4	99
tt1050237	5.9	99
tt9556636	7.6	99
tt7604948	6.6	99
tt4401920	6.9	99
tt1677342	6.5	99
tt0594240	7.9	99
tt0231781	6.8	99
tt1905393	7.8	99
tt3132718	5.8	99
tt0084255	6.8	99
tt0803434	8.1	99
tt0466215	4.1	99
tt2511594	6	99
tt0174819	6.4	99
tt4076344	3.8	99
tt5084266	7.9	99
tt3215280	8.1	99
tt0223821	5.4	99
tt2051839	6.8	99
tt2035117	7.5	99
tt0181077	3	99
tt1299395	8.3	99
tt4844934	8.8	99
tt6584902	6.6	99
tt1785147	8.2	99
tt0380710	6.1	99
tt1298442	6.6	99
tt6812950	6.7	99
tt0391407	8	99
tt4230640	4.6	99
tt0118257	7.5	99
tt1266951	7.5	99
tt0166937	6.9	99
tt0642884	7.8	99
tt0693175	7.2	99
tt10822292	7.8	99
tt0761358	8.6	99
tt8781016	9.1	99
tt0023996	6.2	99
tt0289608	6.1	99
tt1603866	5.6	99
tt0188535	5.9	99
tt0032569	6.2	99
tt6632308	6.7	99
tt0137392	3.9	99
tt1672814	5.5	99
tt2296899	8.2	99
tt1242482	8.7	99
tt4400688	4.5	99
tt0497366	7.9	99
tt1690991	6.5	99
tt10850402	7	99
tt0052980	7.1	99
tt0383012	3.8	99
tt1291643	6.8	99
tt0115616	3.8	99
tt0424944	4.8	99
tt8111988	9.2	99
tt0044778	5	99
tt6950660	6.9	99
tt0073165	6.5	99
tt0329272	6.6	99
tt0094776	5.5	99
tt0264316	8.2	99
tt10339594	8.1	99
tt3818552	5.9	99
tt0054283	4.8	99
tt4102318	3.7	99
tt6847436	5.7	99
tt0108279	6.9	99
tt0472639	6	99
tt5994792	6.6	99
tt8884940	8.3	99
tt0862646	7.8	99
tt4052400	4.3	99
tt0767610	7.6	99
tt1249021	8.2	99
tt0058229	6.9	99
tt0653066	7.2	99
tt2397173	8.2	99
tt3467392	3.8	99
tt0696956	7.3	99
tt0479191	7.8	99
tt0486029	5.9	99
tt0455985	7.1	99
tt6930142	7.7	99
tt1091763	4.7	99
tt0828629	8.6	99
tt7476402	8.3	99
tt1468705	6.5	99
tt4082418	8.6	99
tt1762040	7.8	99
tt0105381	7.1	99
tt0963150	7.6	99
tt6827124	7.9	99
tt4932330	6.6	99
tt0751401	8	99
tt11096572	7.6	99
tt1799494	7.9	99
tt0093639	4.5	99
tt0700586	7.2	99
tt0380941	7.4	99
tt9268958	8.1	99
tt0289993	7.5	99
tt0505472	7.4	99
tt5178702	8.1	99
tt0677580	7.5	99
tt1043871	7.9	99
tt6367436	8.2	99
tt2264711	7.3	99
tt4229320	7.5	99
tt5047186	7.3	99
tt0307013	7.5	99
tt0045183	6.5	99
tt0262415	7.1	99
tt0659615	7.9	99
tt0033756	6.4	99
tt5269530	7.6	99
tt1151733	8.5	99
tt0482451	8.4	99
tt0922772	9.1	99
tt1248619	7.3	99
tt4136328	7	99
tt0112776	6.3	99
tt2610474	5.4	99
tt0337782	7.4	99
tt1643477	8.1	99
tt0662349	8	99
tt0443483	6.2	99
tt0484256	7.5	99
tt0567259	8.1	99
tt0217853	7.4	99
tt0539177	7.3	99
tt0519663	8.3	99
tt0651104	7.3	99
tt2124900	8.1	99
tt0361729	7.9	99
tt4552514	4.6	99
tt1415923	8.2	99
tt1398924	6.9	99
tt0560434	7.5	99
tt1202950	7.9	99
tt1052005	8.4	99
tt0771682	7.5	99
tt8689644	7.7	99
tt0233335	7.4	99
tt0308226	8.4	99
tt0575678	7.3	99
tt2819948	7.4	99
tt0272787	6.2	99
tt5066036	8.1	99
tt0463283	4.8	99
tt1342662	6.7	99
tt0553812	7.3	99
tt0098558	5.3	99
tt10394768	9.1	99
tt0063229	6.5	99
tt0505437	7.3	99
tt0473339	7	99
tt0748550	7.3	99
tt0613215	8.1	99
tt0086727	8.8	99
tt0673383	7.8	99
tt1337510	6.2	99
tt3573354	5.2	99
tt0101445	4.5	99
tt0190994	5	99
tt0854439	7.4	99
tt0240760	6.4	99
tt0749720	7.8	99
tt0035349	6.4	99
tt7541028	9.6	99
tt7145804	5.6	99
tt2582630	8.1	99
tt1546347	6.5	99
tt0135848	8.1	99
tt1837530	4.8	99
tt0906747	6.1	99
tt0284409	7.7	99
tt1754010	3.5	99
tt0673186	8.2	99
tt0914673	7.5	99
tt0129851	5.5	99
tt0907297	9.5	99
tt8935722	8	99
tt7700378	7.8	99
tt4900028	7.4	99
tt7805936	8.8	99
tt0625394	7.9	99
tt0027490	6.1	99
tt0114483	6.8	99
tt2389290	4.4	99
tt0372300	7.3	99
tt0024668	6.8	99
tt0531159	7.5	99
tt6051052	7.5	99
tt2062581	6.7	99
tt2194416	5.6	99
tt0506648	7.4	99
tt1649354	6.3	99
tt0366385	8.5	99
tt5778482	6.8	99
tt2256630	7.9	99
tt2432080	7	99
tt0021659	6.1	99
tt0088607	7.1	99
tt5457806	5.6	99
tt4338698	4.4	99
tt0681033	7.6	99
tt5497114	7.7	99
tt0993189	7.1	99
tt0260830	5.8	99
tt0531126	6.8	99
tt4263248	7.8	99
tt7326392	5.9	99
tt2022894	7.9	99
tt0836588	7.3	99
tt0227960	7.8	99
tt0660226	7.7	99
tt0222676	5.1	99
tt6293842	9.1	99
tt2369137	7	99
tt3421780	5.7	99
tt1350981	7.3	99
tt0325579	6.9	99
tt1286699	7.7	99
tt5603564	4.2	99
tt0051391	6.2	99
tt1649365	5.6	99
tt0077881	7	99
tt4526778	7.4	99
tt1784103	6.2	99
tt0875593	7.8	99
tt0305334	4.5	99
tt3071128	8.1	99
tt1780583	7.9	99
tt1665572	7.3	99
tt0030731	4.3	99
tt1284605	7.3	99
tt2007285	4.2	99
tt1063711	8.7	99
tt4974868	8.1	99
tt8856430	8.8	99
tt2431744	6	99
tt9584192	5.6	99
tt0411954	4.5	99
tt0146407	4.7	99
tt3914194	7.6	99
tt0266820	6.6	99
tt0436366	6.9	99
tt6006560	8	99
tt2999938	6.6	99
tt5292528	7.8	99
tt0538708	5.1	99
tt3359392	7.3	99
tt10183542	4	99
tt4553722	7.9	99
tt1432923	8.3	99
tt8081416	7.8	99
tt0297742	6.4	99
tt1360825	5.8	99
tt7855280	9.4	99
tt0063018	6.1	99
tt4045112	7	99
tt0152721	5.8	99
tt0583301	6.5	99
tt4440662	7.7	99
tt3907592	7.6	99
tt0317614	5.3	99
tt0621388	7.8	99
tt3307510	8.5	99
tt3920954	7.6	99
tt0166280	6.8	99
tt0108830	6.1	99
tt2980612	6.1	99
tt0118918	7.7	99
tt0082487	5.8	99
tt5494216	6	99
tt0067235	7.4	99
tt0702698	7.9	99
tt1504601	6.5	99
tt0436253	6.2	99
tt0036870	5.3	99
tt2103142	5.7	99
tt0205489	6.5	99
tt5049580	6.5	99
tt8459098	6.8	99
tt4016662	6.1	99
tt6218724	7.1	99
tt0102647	5.5	99
tt3332122	5.5	99
tt4601614	8	99
tt0407390	8.3	99
tt0110738	6.1	99
tt0099048	6.1	99
tt6409448	7.6	99
tt2011157	6.8	99
tt0356970	5	99
tt7386846	6.9	99
tt0185087	5.8	99
tt0182379	6.9	99
tt8513006	7.6	99
tt4625536	5.5	99
tt1776656	8.9	99
tt1480182	7.7	99
tt7116478	5.5	99
tt0220228	7	99
tt0761082	7.4	99
tt0219216	5.6	99
tt2075392	6	99
tt9301944	7.9	99
tt0403738	4.9	99
tt0380759	7.8	99
tt0078550	6.1	99
tt0207954	5.9	99
tt0593986	8.2	99
tt6489144	7.8	99
tt6489142	7.6	99
tt0028758	6	99
tt6286652	5.1	99
tt3349390	4.2	99
tt5644778	7.8	99
tt0531127	6.9	99
tt0700589	7.4	99
tt0443500	7.7	99
tt1588882	4.1	99
tt3955672	7.3	99
tt0033478	6.1	99
tt1712583	6.5	99
tt0110034	6.5	99
tt0099440	5.5	99
tt8236394	7.8	99
tt1321845	6.8	99
tt2573964	7.7	99
tt2479216	7.8	99
tt1879200	7.4	99
tt1869289	6.2	99
tt2054837	6.7	99
tt0522761	7.3	99
tt0433096	6.6	99
tt6773356	8.3	99
tt1825811	5.9	99
tt5565448	1.4	99
tt0063874	7.4	99
tt0642794	8.9	99
tt1106815	7.1	99
tt3261020	5.5	99
tt0113933	6.1	99
tt1274744	7.1	99
